"","name","character_name","type","filename","likelyGender","raceEthnicity"
"665","Jana Perez","Princess Chelina of Zaragosa","Supporting Cast","2015_8_Cinderella.csv","female","HL"
"666","Alex MacQueen","Royal Crier-Lizard Footman","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"667","Gareth Mason","Goose Coachman","Supporting Cast","2015_8_Cinderella.csv","male","B_NL"
"668","Paul Hunter","Farmer","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"669","Eloise Webb","Ella (10 Years)","Supporting Cast","2015_8_Cinderella.csv","female","B_NL"
"670","Joshua McGuire","Palace Official","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"671","Matthew Steer","Halberdier","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"672","Mimi Ndiweni","Slipper Lady","Supporting Cast","2015_8_Cinderella.csv","female","B_NL"
"673","Laura Elsworthy","Slipper Lady","Supporting Cast","2015_8_Cinderella.csv","female","W_NL"
"674","Ella Smith","Slipper Lady","Supporting Cast","2015_8_Cinderella.csv","female","B_NL"
"675","Ann Davies","Slipper Lady","Supporting Cast","2015_8_Cinderella.csv","female","W_NL"
"676","Gerard Horan","Lord Veneering","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"677","Katie West","Cook","Supporting Cast","2015_8_Cinderella.csv","female","W_NL"
"678","Daniel Tuite","Gardener","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"679","Anjana Vasan","Maid","Supporting Cast","2015_8_Cinderella.csv","female","A"
"680","Stuart Neal","Stable Boy","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"681","Adetomiwa Edun","Trooper","Supporting Cast","2015_8_Cinderella.csv","female","B_NL"
"682","Richard McCabe","Baron","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"683","Joseph Kloska","Royal Crier's Assistant","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"684","Andy Apollo","Prince's Retinue Member","Supporting Cast","2015_8_Cinderella.csv","male","HL"
"685","Craig Mathers","Prince's Retinue Member","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"686","Jonny Owen Last","Prince's Retinue Member","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"687","Nari Blair-Mangat","Prince's Retinue Member","Supporting Cast","2015_8_Cinderella.csv","female","A"
"688","Michael Jenn","King's Doctor","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"689","Josh O’Connor","Ballroom Palace Guard","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"690","Jimmy Yuill","Performance Consultant","Supporting Cast","2015_8_Cinderella.csv","male","W_NL"
"691","Daniel Craig","James Bond","Leading Cast","2015_9_Spectre.csv","male","W_NL"
"692","Christoph Waltz","Oberhauser","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"693","Lea Seydoux","Madeleine Swann","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"694","Ben Whishaw","Q","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"695","Naomie Harris","Eve Moneypenny","Supporting Cast","2015_9_Spectre.csv","female","B_NL"
"696","Dave Bautista","Mr. Hinx","Supporting Cast","2015_9_Spectre.csv","male","HL"
"697","Monica Bellucci","Lucia Sciarra","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"698","Ralph Fiennes","M","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"699","Andrew Scott","C","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"700","Rory Kinnear","Tanner","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"701","Jesper Christensen","Mr. White","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"702","Alessandro Cremona","Marco Sciarra","Supporting Cast","2015_9_Spectre.csv","male","HL"
"703","Stephanie Sigman","Estrella","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"704","Tenoch Huerta","Mexican Man in Lift","Supporting Cast","2015_9_Spectre.csv","male","HL"
"705","Adriana Paz","Mexican Woman in Lift","Supporting Cast","2015_9_Spectre.csv","female","HL"
"706","Domenico Fortunato","Gallo","Supporting Cast","2015_9_Spectre.csv","male","HL"
"707","Marco Zingaro","Gallo's Accomplice","Supporting Cast","2015_9_Spectre.csv","male","HL"
"708","Stefano Elfi DiClaudia","Gallo's Accomplice","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"709","Ian Bonar","Q's Assistant","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"710","Tam Williams","Moneypenny's Boyfriend","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"711","Richard Banham","Oberhauser's London Helicopter Pilot","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"712","Pip Carter","SC019 Police Commander","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"713","Simon Lenagan","SC019 Police Officer","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"714","Alessandro Bressanello","Priest","Supporting Cast","2015_9_Spectre.csv","male","HL"
"715","Marc Zinga","Moreau","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"716","Brigitte Millar","Vogel","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"717","Adel Bencherif","Abrika","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"718","Gediminas Adomaitis","Oberhauser's Right Hand Man","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"719","Peppe Lanzetta","Lorenzo","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"720","Francesco Arca","Francesco","Supporting Cast","2015_9_Spectre.csv","male","HL"
"721","Matteo Taranto","Marco","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"722","Emilio Aniba","Palazzo Security","Supporting Cast","2015_9_Spectre.csv","male","HL"
"723","Benito Sagredo","Guerra","Supporting Cast","2015_9_Spectre.csv","male","HL"
"724","Dai Tabuchi","Businessman","Supporting Cast","2015_9_Spectre.csv","male","A"
"725","George Lasha","Businessman","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"726","Sargon Yelda","Businessman","Supporting Cast","2015_9_Spectre.csv","male","A"
"727","Andy Cheung","Businessman","Supporting Cast","2015_9_Spectre.csv","male","A"
"728","Erick Hayden","Marshall","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"729","Oleg Mirochnikov","Valerian","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"730","Antonio Salines","Fiat Driver","Supporting Cast","2015_9_Spectre.csv","male","HL"
"731","Miloud Mourad Benamara","Street Sweeper","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"732","Gido Schimanski","Chairman","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"733","Nigel Barber","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"734","Patrice Naiambana","Head of Nation","Supporting Cast","2015_9_Spectre.csv","female","B_NL"
"735","Stephane Cornicard","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"736","Gary Fannin","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"737","Sadao Ueda","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","A"
"738","Phillip Law","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","A"
"739","Wai Wong","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","A"
"740","Joseph Balderrama","Head of Nation","Supporting Cast","2015_9_Spectre.csv","male","HL"
"741","Eiji Mihara","Aide","Supporting Cast","2015_9_Spectre.csv","male","A"
"742","Junichi Kajioka","Aide","Supporting Cast","2015_9_Spectre.csv","male","A"
"743","Victor Schefe","Clinic Barman","Supporting Cast","2015_9_Spectre.csv","male","HL"
"744","Harald Windisch","Clinic Security Guard","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"745","Tristan Matthiae","Clinic Security Guard","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"746","Detlef Bothe","Cable Car Heavy","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"747","Bodo Friesecke","Cable Car Heavy","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"748","Wilhem Iben","Syringe Heavy","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"749","Noemi Krausz","Snowboarder","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"750","Noah Saavedra","Snowboarder","Supporting Cast","2015_9_Spectre.csv","male","HL"
"751","Francis Attakpah","Snowboarder","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"752","Michael Glantschnig","Snowboarder","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"753","Marlon Boess","Snowboarder","Supporting Cast","2015_9_Spectre.csv","male","HL"
"754","Marie Wohlmuth","Snowboarder","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"755","Lili Epply","Snowboarder","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"756","Konstantin Gerlach","Snowboarder","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"757","Lara Parmiani Williams","L'Americain Manager","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"758","Umit Ulgen","Train Guard","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"759","Amra Mallassi","Train Waiter","Supporting Cast","2015_9_Spectre.csv","female","W_NL"
"760","Ziad Abaza","Train Barman","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"761","Walid Mumuni","Oberhauser's Chauffeur","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"762","Derek Horsham","Oberhauser's Guard","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"763","Nari Blair Mangat","Oberhauser's Guard","Supporting Cast","2015_9_Spectre.csv","male","A"
"764","Michael White","Oberhauser's Butler","Supporting Cast","2015_9_Spectre.csv","male","B_NL"
"765","Adam McGrady","Oberhauser's Waiter","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"766","Nader Dernaika","Oberhauser's Analyst","Supporting Cast","2015_9_Spectre.csv","male","W_NL"
"767","Pezhmaan Alinia","Oberhauser's Chief Analyst","Supporting Cast","2015_9_Spectre.csv","male","A"
"768","Felicity Jones","Jyn Erso","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","female","B_NL"
"769","Diego Luna","Captain Cassian Andor","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","male","HL"
"770","Ben Mendelsohn","Director Orson Krennic","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"771","Donnie Yen","Chirrut Imwe","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","female","A"
"772","Mads Mikkelsen","Galen Erso","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"773","Alan Tudyk","K-2SO","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"774","Riz Ahmed","Bodhi Rook","Lead Ensemble Members","2016_0_Rogue One_ A Star Wars Story.csv","male","A"
"775","Jiang Wen","Baze Malbus","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","A"
"776","Forest Whitaker","Saw Gerrera","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"777","Jimmy Smits","Bail Organa","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"778","James Earl Jones","Darth Vader","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"779","Genevieve O'Reilly","Mon Mothma","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","female","W_NL"
"780","Valene Kane","Lyra Erso","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","female","B_NL"
"781","Alistair Petrie","General Draven","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"782","Ben Daniels","General Merrick","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"783","Stephen Stanton","General Raddus","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"784","Ian McElhinney","General Dodonna","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"785","Fares Fares","Senator Vaspar","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"786","Jonathan Aris","Senator Jebel","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"787","Beau Gadsdon","Young Jyn","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"788","Dolly Gadsdon","Younger Jyn","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","female","B_NL"
"789","Sharon Duncan-Brewster","Senator Pamlo","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","female","B_NL"
"790","Warwick Davis","Weeteef Cyubee","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"791","Aidan Cook","Edrio Two Tubes","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"792","Derek Arnold","Pao","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"793","Nick Kellington","Bistan","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"794","Richard Cunningham","General Ramda","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"795","Jack Roth","Lieutenant Adema","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"796","Michael Gould","Admiral Gorin","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"797","Michael Shaeffer","General Corssin","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","W_NL"
"798","Daniel Mays","Tivik","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"799","Andy de la Tour","General Hurst Romodi","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","HL"
"800","Tony Pitts","Captain Pterro","Supporting Cast","2016_0_Rogue One_ A Star Wars Story.csv","male","B_NL"
"801","Ellen DeGeneres","Dory","Leading Cast","2016_1_Finding Dory.csv","female","W_NL"
"802","Albert Brooks","Marlin","Supporting Cast","2016_1_Finding Dory.csv","male","B_NL"
"803","Ed O'Neill","Hank","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"804","Hayden Rolence","Nemo","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"805","Kaitlin Olson","Destiny","Supporting Cast","2016_1_Finding Dory.csv","female","W_NL"
"806","Ty Burrell","Bailey","Supporting Cast","2016_1_Finding Dory.csv","male","B_NL"
"807","Eugene Levy","Charlie","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"808","Diane Keaton","Jenny","Supporting Cast","2016_1_Finding Dory.csv","female","B_NL"
"809","Idris Elba","Fluke","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"810","Dominic West","Rudder","Supporting Cast","2016_1_Finding Dory.csv","male","B_NL"
"811","Andrew Stanton","Crush","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"812","Bob Peterson","Mr. Ray","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"813","Torbin Xan Bullock","Becky","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"814","Bennett Dammann","Squirt","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"815","Bill Hader","Ned","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"816","Kate McKinnon","Inez","Supporting Cast","2016_1_Finding Dory.csv","female","B_NL"
"817","Jerome Ranft","Jacques","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"818","Brad Garrett","Bloat","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"819","Allison Janney","Peach","Supporting Cast","2016_1_Finding Dory.csv","female","W_NL"
"820","Stephen Root","Bubbles","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"821","Alexander Gould","Carl","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"822","Angus Maclane","Sunfish","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"823","Vicki Lewis","Deb","Supporting Cast","2016_1_Finding Dory.csv","female","B_NL"
"824","Austin Pendleton","Gurgle","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"825","Katherine Ringgold","Chickenfish","Supporting Cast","2016_1_Finding Dory.csv","female","W_NL"
"826","Willem Dafoe","Gill","Supporting Cast","2016_1_Finding Dory.csv","male","W_NL"
"827","Chris Evans","Steve Rogers/Captain America","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","B_NL"
"828","Robert Downey, Jr.","Tony Stark/Iron Man","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","W_NL"
"829","Scarlett Johansson","Natasha Romanoff / Black Widow","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","female","W_NL"
"830","Sebastian Stan","Bucky Barnes/Winter Soldier","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","W_NL"
"831","Jeremy Renner","Clint Barton/Hawkeye","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","W_NL"
"832","Don Cheadle","James Rhodes/War Machine","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","B_NL"
"833","Anthony Mackie","Sam Wilson/Falcon","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","B_NL"
"834","Paul Bettany","Vision","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","W_NL"
"835","Elizabeth Olsen","Wanda Maximoff/Scarlet Witch","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","female","W_NL"
"836","Chadwick Boseman","T'Challa/Black Panther","Lead Ensemble Members","2016_2_Captain America_ Civil War.csv","male","B_NL"
"837","Daniel Brühl","Baron Zemo","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"838","Paul Rudd","Scott Lang / Ant-Man","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"839","Emily VanCamp","Agent Sharon Carter","Supporting Cast","2016_2_Captain America_ Civil War.csv","female","W_NL"
"840","Tom Holland","Peter Parker/Spider-Man","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"841","Frank Grillo","Brock Rumlow","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","HL"
"842","William Hurt","Secretary of State Thaddeus Ross","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"843","Martin Freeman","Everett Ross","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"844","Marisa Tomei","May Parker","Supporting Cast","2016_2_Captain America_ Civil War.csv","female","W_NL"
"845","Hope Davis","Maria Stark","Supporting Cast","2016_2_Captain America_ Civil War.csv","female","B_NL"
"846","John Kani","T'Chaka","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"847","Kerry Condon","F.R.I.D.A.Y.","Supporting Cast","2016_2_Captain America_ Civil War.csv","female","W_NL"
"848","John Slattery","Howard Stark","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"849","Gozie Agbo","Theo Broussard","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","B_NL"
"850","Jim Rash","MIT Faculty","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","W_NL"
"851","Alfre Woodard","Miriam Sharpe","Supporting Cast","2016_2_Captain America_ Civil War.csv","male","B_NL"
"852","Louis C.K.","Max","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","B_NL"
"853","Eric Stonestreet","Duke","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","W_NL"
"854","Kevin Hart","Snowball","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","W_NL"
"855","Jenny Slate","Gidget","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","female","W_NL"
"856","Ellie Kemper","Katie","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","female","W_NL"
"857","Albert Brooks","Tiberius","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","B_NL"
"858","Lake Bell","Chloe","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","B_NL"
"859","Dana Carvey","Pops","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","female","W_NL"
"860","Hannibal Buress","Buddy","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","W_NL"
"861","Bobby Moynihan","Mel","Lead Ensemble Members","2016_3_The Secret Life of Pets.csv","male","W_NL"
"862","Chris Renaud","Norman","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"863","Steve Coogan","Ozone/Reginald","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"864","Michael Beattie","Tattoo","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"865","Sandra Echeverria","Maria","Supporting Cast","2016_3_The Secret Life of Pets.csv","female","HL"
"866","Jaime Camil","Fernando","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","HL"
"867","Kiely Renaud","Molly","Supporting Cast","2016_3_The Secret Life of Pets.csv","female","B_NL"
"868","Bob Bergen","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"869","Jason Marsden","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"870","Jim Cummings","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","B_NL"
"871","Brian T. Delaney","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"872","Laraine Newman","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","female","B_NL"
"873","Jan Rabson","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"874","Jess Harnell","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","female","W_NL"
"875","Ken Schretzmann","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"876","John Kassir","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"877","Tara Strong","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","female","B_NL"
"878","Danny Mann","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"879","James Kevin Ward","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"880","Tyler Werrin","Additional Voice","Supporting Cast","2016_3_The Secret Life of Pets.csv","male","W_NL"
"881","Bill Murray","Baloo","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","B_NL"
"882","Ben Kingsley","Bagheera","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","W_NL"
"883","Idris Elba","Shere Khan","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","W_NL"
"884","Lupita Nyong'o","Raksha","Lead Ensemble Members","2016_4_The Jungle Book.csv","female","B_NL"
"885","Scarlett Johansson","Kaa","Lead Ensemble Members","2016_4_The Jungle Book.csv","female","W_NL"
"886","Giancarlo Esposito","Akela","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","HL"
"887","Christopher Walken","King Louie","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","W_NL"
"888","Neel Sethi","Mowgli","Lead Ensemble Members","2016_4_The Jungle Book.csv","male","A"
"889","Garry Shandling","Ikki","Supporting Cast","2016_4_The Jungle Book.csv","male","W_NL"
"890","Brighton Rose","Gray","Supporting Cast","2016_4_The Jungle Book.csv","male","B_NL"
"891","Jon Favreau","Pygmy Hog","Supporting Cast","2016_4_The Jungle Book.csv","male","W_NL"
"892","Ginnifer Goodwin","Judy Hoops","Leading Cast","2016_6_Zootopia.csv","female","W_NL"
"893","Jason Bateman","Nick Wilde","Leading Cast","2016_6_Zootopia.csv","male","W_NL"
"894","Shakira","Gazelle","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"895","Idris Elba","Chief Bogo","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"896","J.K. Simmons","Mayor Leodore Lionheart","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"897","Nate Torrence","Benjamin Clawhauser","Supporting Cast","2016_6_Zootopia.csv","female","B_NL"
"898","Jenny Slate","Assistant Mayor Bellwether","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"899","Tommy Chong","Yax the Yak","Supporting Cast","2016_6_Zootopia.csv","male","A"
"900","Octavia Spencer","Mrs. Otterton","Supporting Cast","2016_6_Zootopia.csv","female","B_NL"
"901","Bonnie Hunt","Bonnie Hoops","Supporting Cast","2016_6_Zootopia.csv","female","B_NL"
"902","Don Lake","Stu Hoops","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"903","Alan Tudyk","Weaselton","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"904","Tommy  Lister","Finnick","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"905","Raymond Persi","Flash","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"906","Katie Lowes","Badger Doctor, Dr. Madge Honeybadger","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"907","Jesse Corti","Mr. Manchas","Supporting Cast","2016_6_Zootopia.csv","male","HL"
"908","John DiMaggio","Jery Jumbreaux Jr.","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"909","Phil Johnston","Gideon Grey","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"910","Fuschia","Drill Sergeant","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"911","Della Saba","Young Hopps","Supporting Cast","2016_6_Zootopia.csv","female","B_NL"
"912","Maurice LaMarche","Mr. Big","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"913","Gita Reddy","Nangi","Supporting Cast","2016_6_Zootopia.csv","female","A"
"914","Josh Dallas","Frantic Pig","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"915","Leah Latham","Fru Fru","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"916","Rich Moore","Doug","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"917","Kath Soucie","Young Nick","Supporting Cast","2016_6_Zootopia.csv","female","W_NL"
"918","Peter Mansbridge","Peter Moosebridge","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"919","Byron Howard","Bucky Oryx-Antlerson","Supporting Cast","2016_6_Zootopia.csv","male","B_NL"
"920","Mark  Smith","Officer McHorn","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"921","Jared Bush","Pronk Onyx-Antlerson","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"922","John Lavelle","Mouse Foreman","Supporting Cast","2016_6_Zootopia.csv","male","W_NL"
"923","Josie Trinidad","Landlady","Supporting Cast","2016_6_Zootopia.csv","female","HL"
"924","Henry Cavill","Superman","Leading Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","W_NL"
"925","Ben Affleck","Batman","Leading Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","W_NL"
"926","Amy Adams","Lois Lane","Leading Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","female","W_NL"
"927","Gal Gadot","Wonder Woman","Leading Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","W_NL"
"928","Jesse Eisenberg","Lex Luthor","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","W_NL"
"929","Diane Lane","Martha Kent","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","female","B_NL"
"930","Laurence Fishburne","Perry White","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","female","B_NL"
"931","Jeremy Irons","Alfred","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","B_NL"
"932","Holly Hunter","Senator Finch","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","female","W_NL"
"933","Jason Momoa","Aquaman","Supporting Cast","2016_7_Batman v Superman_ Dawn of Justice.csv","male","B_NL"
